Size,ArrayType,Algorithm,K,Time_us
69300,Random,HybridMergeInsertionSort,20,27870
69300,Random,HybridMergeInsertionSort,30,27250
69300,Random,HybridMergeInsertionSort,50,27216
69400,Random,StandardMergeSort,0,52494
69400,Random,HybridMergeInsertionSort,5,33446
69400,Random,HybridMergeInsertionSort,10,29646
69400,Random,HybridMergeInsertionSort,15,29654
69400,Random,HybridMergeInsertionSort,20,27299
69400,Random,HybridMergeInsertionSort,30,27394
69400,Random,HybridMergeInsertionSort,50,27678
69500,Random,StandardMergeSort,0,52514
69500,Random,HybridMergeInsertionSort,5,34111
69500,Random,HybridMergeInsertionSort,10,30389
69500,Random,HybridMergeInsertionSort,15,29562
69500,Random,HybridMergeInsertionSort,20,27425
69500,Random,HybridMergeInsertionSort,30,27786
69500,Random,HybridMergeInsertionSort,50,26980
69600,Random,StandardMergeSort,0,52239
69600,Random,HybridMergeInsertionSort,5,34424
69600,Random,HybridMergeInsertionSort,10,29425
69600,Random,HybridMergeInsertionSort,15,29773
69600,Random,HybridMergeInsertionSort,20,27436
69600,Random,HybridMergeInsertionSort,30,27325
69600,Random,HybridMergeInsertionSort,50,27058
69700,Random,StandardMergeSort,0,52558
69700,Random,HybridMergeInsertionSort,5,33458
69700,Random,HybridMergeInsertionSort,10,29594
69700,Random,HybridMergeInsertionSort,15,29799
69700,Random,HybridMergeInsertionSort,20,27308
69700,Random,HybridMergeInsertionSort,30,27402
69700,Random,HybridMergeInsertionSort,50,27087
69800,Random,StandardMergeSort,0,52437
69800,Random,HybridMergeInsertionSort,5,33926
69800,Random,HybridMergeInsertionSort,10,29892
69800,Random,HybridMergeInsertionSort,15,29623
69800,Random,HybridMergeInsertionSort,20,27451
69800,Random,HybridMergeInsertionSort,30,27500
69800,Random,HybridMergeInsertionSort,50,27441
69900,Random,StandardMergeSort,0,53549
69900,Random,HybridMergeInsertionSort,5,34109
69900,Random,HybridMergeInsertionSort,10,30563
69900,Random,HybridMergeInsertionSort,15,30019
69900,Random,HybridMergeInsertionSort,20,27570
69900,Random,HybridMergeInsertionSort,30,27794
69900,Random,HybridMergeInsertionSort,50,27216
70000,Random,StandardMergeSort,0,52845
70000,Random,HybridMergeInsertionSort,5,34162
70000,Random,HybridMergeInsertionSort,10,30847
70000,Random,HybridMergeInsertionSort,15,30329
70000,Random,HybridMergeInsertionSort,20,29328
70000,Random,HybridMergeInsertionSort,30,38697
70000,Random,HybridMergeInsertionSort,50,39215
70100,Random,StandardMergeSort,0,68718
70100,Random,HybridMergeInsertionSort,5,45610
70100,Random,HybridMergeInsertionSort,10,51806
70100,Random,HybridMergeInsertionSort,15,43398
70100,Random,HybridMergeInsertionSort,20,37980
70100,Random,HybridMergeInsertionSort,30,29029
70100,Random,HybridMergeInsertionSort,50,28157
70200,Random,StandardMergeSort,0,55592
70200,Random,HybridMergeInsertionSort,5,35372
70200,Random,HybridMergeInsertionSort,10,30679
70200,Random,HybridMergeInsertionSort,15,30304
70200,Random,HybridMergeInsertionSort,20,28051
70200,Random,HybridMergeInsertionSort,30,28847
70200,Random,HybridMergeInsertionSort,50,28869
70300,Random,StandardMergeSort,0,54403
70300,Random,HybridMergeInsertionSort,5,33859
70300,Random,HybridMergeInsertionSort,10,29759
70300,Random,HybridMergeInsertionSort,15,29729
70300,Random,HybridMergeInsertionSort,20,27711
70300,Random,HybridMergeInsertionSort,30,27707
70300,Random,HybridMergeInsertionSort,50,27967
70400,Random,StandardMergeSort,0,53883
70400,Random,HybridMergeInsertionSort,5,33984
70400,Random,HybridMergeInsertionSort,10,29919
70400,Random,HybridMergeInsertionSort,15,29917
70400,Random,HybridMergeInsertionSort,20,27836
70400,Random,HybridMergeInsertionSort,30,27766
70400,Random,HybridMergeInsertionSort,50,27881
70500,Random,StandardMergeSort,0,53034
70500,Random,HybridMergeInsertionSort,5,34018
70500,Random,HybridMergeInsertionSort,10,30356
70500,Random,HybridMergeInsertionSort,15,29855
70500,Random,HybridMergeInsertionSort,20,27747
70500,Random,HybridMergeInsertionSort,30,27820
70500,Random,HybridMergeInsertionSort,50,27901
70600,Random,StandardMergeSort,0,53319
70600,Random,HybridMergeInsertionSort,5,34051
70600,Random,HybridMergeInsertionSort,10,29890
70600,Random,HybridMergeInsertionSort,15,30017
70600,Random,HybridMergeInsertionSort,20,27897
70600,Random,HybridMergeInsertionSort,30,28012
70600,Random,HybridMergeInsertionSort,50,28110
70700,Random,StandardMergeSort,0,60435
70700,Random,HybridMergeInsertionSort,5,33833
70700,Random,HybridMergeInsertionSort,10,30061
70700,Random,HybridMergeInsertionSort,15,30164
70700,Random,HybridMergeInsertionSort,20,28020
70700,Random,HybridMergeInsertionSort,30,27993
70700,Random,HybridMergeInsertionSort,50,27526
70800,Random,StandardMergeSort,0,53202
70800,Random,HybridMergeInsertionSort,5,33993
70800,Random,HybridMergeInsertionSort,10,30066
70800,Random,HybridMergeInsertionSort,15,30018
70800,Random,HybridMergeInsertionSort,20,27913
70800,Random,HybridMergeInsertionSort,30,27903
70800,Random,HybridMergeInsertionSort,50,27643
70900,Random,StandardMergeSort,0,53437
70900,Random,HybridMergeInsertionSort,5,33854
70900,Random,HybridMergeInsertionSort,10,30103
70900,Random,HybridMergeInsertionSort,15,30041
70900,Random,HybridMergeInsertionSort,20,27984
70900,Random,HybridMergeInsertionSort,30,27913
70900,Random,HybridMergeInsertionSort,50,27808
71000,Random,StandardMergeSort,0,53765
71000,Random,HybridMergeInsertionSort,5,34190
71000,Random,HybridMergeInsertionSort,10,30422
71000,Random,HybridMergeInsertionSort,15,30386
71000,Random,HybridMergeInsertionSort,20,28469
71000,Random,HybridMergeInsertionSort,30,28424
71000,Random,HybridMergeInsertionSort,50,27869
71100,Random,StandardMergeSort,0,53484
71100,Random,HybridMergeInsertionSort,5,34281
71100,Random,HybridMergeInsertionSort,10,30779
71100,Random,HybridMergeInsertionSort,15,30489
71100,Random,HybridMergeInsertionSort,20,28510
71100,Random,HybridMergeInsertionSort,30,28339
71100,Random,HybridMergeInsertionSort,50,27963
71200,Random,StandardMergeSort,0,53534
71200,Random,HybridMergeInsertionSort,5,34544
71200,Random,HybridMergeInsertionSort,10,30060
71200,Random,HybridMergeInsertionSort,15,30064
71200,Random,HybridMergeInsertionSort,20,28064
71200,Random,HybridMergeInsertionSort,30,28140
71200,Random,HybridMergeInsertionSort,50,27713
71300,Random,StandardMergeSort,0,53616
71300,Random,HybridMergeInsertionSort,5,37393
71300,Random,HybridMergeInsertionSort,10,30049
71300,Random,HybridMergeInsertionSort,15,30084
71300,Random,HybridMergeInsertionSort,20,28021
71300,Random,HybridMergeInsertionSort,30,28009
71300,Random,HybridMergeInsertionSort,50,27852
71400,Random,StandardMergeSort,0,54287
71400,Random,HybridMergeInsertionSort,5,33918
71400,Random,HybridMergeInsertionSort,10,30183
71400,Random,HybridMergeInsertionSort,15,30276
71400,Random,HybridMergeInsertionSort,20,28043
71400,Random,HybridMergeInsertionSort,30,28000
71400,Random,HybridMergeInsertionSort,50,28425
71500,Random,StandardMergeSort,0,53681
71500,Random,HybridMergeInsertionSort,5,34214
71500,Random,HybridMergeInsertionSort,10,30316
71500,Random,HybridMergeInsertionSort,15,30162
71500,Random,HybridMergeInsertionSort,20,28038
71500,Random,HybridMergeInsertionSort,30,28155
71500,Random,HybridMergeInsertionSort,50,27796
71600,Random,StandardMergeSort,0,55036
71600,Random,HybridMergeInsertionSort,5,35355
71600,Random,HybridMergeInsertionSort,10,31541
71600,Random,HybridMergeInsertionSort,15,30761
71600,Random,HybridMergeInsertionSort,20,28438
71600,Random,HybridMergeInsertionSort,30,28211
71600,Random,HybridMergeInsertionSort,50,28055
71700,Random,StandardMergeSort,0,54476
71700,Random,HybridMergeInsertionSort,5,34044
71700,Random,HybridMergeInsertionSort,10,30154
71700,Random,HybridMergeInsertionSort,15,30209
71700,Random,HybridMergeInsertionSort,20,28172
71700,Random,HybridMergeInsertionSort,30,28273
71700,Random,HybridMergeInsertionSort,50,28015
71800,Random,StandardMergeSort,0,55115
71800,Random,HybridMergeInsertionSort,5,34870
71800,Random,HybridMergeInsertionSort,10,30714
71800,Random,HybridMergeInsertionSort,15,31153
71800,Random,HybridMergeInsertionSort,20,28538
71800,Random,HybridMergeInsertionSort,30,28721
71800,Random,HybridMergeInsertionSort,50,28226
71900,Random,StandardMergeSort,0,55247
71900,Random,HybridMergeInsertionSort,5,35594
71900,Random,HybridMergeInsertionSort,10,31499
71900,Random,HybridMergeInsertionSort,15,31443
71900,Random,HybridMergeInsertionSort,20,28816
71900,Random,HybridMergeInsertionSort,30,28298
71900,Random,HybridMergeInsertionSort,50,27971
72000,Random,StandardMergeSort,0,72001
72000,Random,HybridMergeInsertionSort,5,53004
72000,Random,HybridMergeInsertionSort,10,42440
72000,Random,HybridMergeInsertionSort,15,43078
72000,Random,HybridMergeInsertionSort,20,40590
72000,Random,HybridMergeInsertionSort,30,30219
72000,Random,HybridMergeInsertionSort,50,30882
72100,Random,StandardMergeSort,0,56587
72100,Random,HybridMergeInsertionSort,5,34519
72100,Random,HybridMergeInsertionSort,10,30890
72100,Random,HybridMergeInsertionSort,15,31152
72100,Random,HybridMergeInsertionSort,20,28754
72100,Random,HybridMergeInsertionSort,30,29409
72100,Random,HybridMergeInsertionSort,50,29156
72200,Random,StandardMergeSort,0,55917
72200,Random,HybridMergeInsertionSort,5,34663
72200,Random,HybridMergeInsertionSort,10,30780
72200,Random,HybridMergeInsertionSort,15,30587
72200,Random,HybridMergeInsertionSort,20,28828
72200,Random,HybridMergeInsertionSort,30,28914
72200,Random,HybridMergeInsertionSort,50,28699
72300,Random,StandardMergeSort,0,55083
72300,Random,HybridMergeInsertionSort,5,35182
72300,Random,HybridMergeInsertionSort,10,31691
72300,Random,HybridMergeInsertionSort,15,31839
72300,Random,HybridMergeInsertionSort,20,29317
72300,Random,HybridMergeInsertionSort,30,28781
72300,Random,HybridMergeInsertionSort,50,28654
72400,Random,StandardMergeSort,0,55123
72400,Random,HybridMergeInsertionSort,5,34802
72400,Random,HybridMergeInsertionSort,10,31223
72400,Random,HybridMergeInsertionSort,15,30720
72400,Random,HybridMergeInsertionSort,20,28723
72400,Random,HybridMergeInsertionSort,30,28573
72400,Random,HybridMergeInsertionSort,50,29056
72500,Random,StandardMergeSort,0,56969
72500,Random,HybridMergeInsertionSort,5,36171
72500,Random,HybridMergeInsertionSort,10,31594
72500,Random,HybridMergeInsertionSort,15,31708
72500,Random,HybridMergeInsertionSort,20,30084
72500,Random,HybridMergeInsertionSort,30,30299
72500,Random,HybridMergeInsertionSort,50,28789
72600,Random,StandardMergeSort,0,57881
72600,Random,HybridMergeInsertionSort,5,40418
72600,Random,HybridMergeInsertionSort,10,36094
72600,Random,HybridMergeInsertionSort,15,33871
72600,Random,HybridMergeInsertionSort,20,33261
72600,Random,HybridMergeInsertionSort,30,33040
72600,Random,HybridMergeInsertionSort,50,29187
72700,Random,StandardMergeSort,0,56415
72700,Random,HybridMergeInsertionSort,5,36388
72700,Random,HybridMergeInsertionSort,10,31073
72700,Random,HybridMergeInsertionSort,15,31786
72700,Random,HybridMergeInsertionSort,20,29738
72700,Random,HybridMergeInsertionSort,30,29576
72700,Random,HybridMergeInsertionSort,50,29191
72800,Random,StandardMergeSort,0,56434
72800,Random,HybridMergeInsertionSort,5,37497
72800,Random,HybridMergeInsertionSort,10,31958
72800,Random,HybridMergeInsertionSort,15,32605
72800,Random,HybridMergeInsertionSort,20,31406
72800,Random,HybridMergeInsertionSort,30,37318
72800,Random,HybridMergeInsertionSort,50,28674
72900,Random,StandardMergeSort,0,56143
72900,Random,HybridMergeInsertionSort,5,34778
72900,Random,HybridMergeInsertionSort,10,30884
72900,Random,HybridMergeInsertionSort,15,35376
72900,Random,HybridMergeInsertionSort,20,29505
72900,Random,HybridMergeInsertionSort,30,29156
72900,Random,HybridMergeInsertionSort,50,28852
73000,Random,StandardMergeSort,0,55963
73000,Random,HybridMergeInsertionSort,5,35103
73000,Random,HybridMergeInsertionSort,10,31253
73000,Random,HybridMergeInsertionSort,15,31228
73000,Random,HybridMergeInsertionSort,20,29447
73000,Random,HybridMergeInsertionSort,30,30141
73000,Random,HybridMergeInsertionSort,50,29391
73100,Random,StandardMergeSort,0,56569
73100,Random,HybridMergeInsertionSort,5,38149
73100,Random,HybridMergeInsertionSort,10,33356
73100,Random,HybridMergeInsertionSort,15,33434
73100,Random,HybridMergeInsertionSort,20,29288
73100,Random,HybridMergeInsertionSort,30,29827
73100,Random,HybridMergeInsertionSort,50,29828
73200,Random,StandardMergeSort,0,59459
73200,Random,HybridMergeInsertionSort,5,36614
73200,Random,HybridMergeInsertionSort,10,31972
73200,Random,HybridMergeInsertionSort,15,31063
73200,Random,HybridMergeInsertionSort,20,29857
73200,Random,HybridMergeInsertionSort,30,31226
73200,Random,HybridMergeInsertionSort,50,30141
73300,Random,StandardMergeSort,0,57190
73300,Random,HybridMergeInsertionSort,5,36016
73300,Random,HybridMergeInsertionSort,10,31993
73300,Random,HybridMergeInsertionSort,15,31926
73300,Random,HybridMergeInsertionSort,20,29784
73300,Random,HybridMergeInsertionSort,30,29619
73300,Random,HybridMergeInsertionSort,50,29025
73400,Random,StandardMergeSort,0,56102
73400,Random,HybridMergeInsertionSort,5,35638
73400,Random,HybridMergeInsertionSort,10,31481
73400,Random,HybridMergeInsertionSort,15,31982
73400,Random,HybridMergeInsertionSort,20,30012
73400,Random,HybridMergeInsertionSort,30,29007
73400,Random,HybridMergeInsertionSort,50,28933
73500,Random,StandardMergeSort,0,55361
73500,Random,HybridMergeInsertionSort,5,35036
73500,Random,HybridMergeInsertionSort,10,31312
73500,Random,HybridMergeInsertionSort,15,31800
73500,Random,HybridMergeInsertionSort,20,29238
73500,Random,HybridMergeInsertionSort,30,29000
73500,Random,HybridMergeInsertionSort,50,29015
73600,Random,StandardMergeSort,0,56259
73600,Random,HybridMergeInsertionSort,5,35103
73600,Random,HybridMergeInsertionSort,10,33522
73600,Random,HybridMergeInsertionSort,15,31132
73600,Random,HybridMergeInsertionSort,20,29233
73600,Random,HybridMergeInsertionSort,30,28970
73600,Random,HybridMergeInsertionSort,50,29030
73700,Random,StandardMergeSort,0,56457
73700,Random,HybridMergeInsertionSort,5,35051
73700,Random,HybridMergeInsertionSort,10,31177
73700,Random,HybridMergeInsertionSort,15,31152
73700,Random,HybridMergeInsertionSort,20,29401
73700,Random,HybridMergeInsertionSort,30,30690
73700,Random,HybridMergeInsertionSort,50,54279
73800,Random,StandardMergeSort,0,101123
73800,Random,HybridMergeInsertionSort,5,58627
73800,Random,HybridMergeInsertionSort,10,33722
73800,Random,HybridMergeInsertionSort,15,33067
73800,Random,HybridMergeInsertionSort,20,32088
73800,Random,HybridMergeInsertionSort,30,30681
73800,Random,HybridMergeInsertionSort,50,35643
73900,Random,StandardMergeSort,0,55720
73900,Random,HybridMergeInsertionSort,5,35029
73900,Random,HybridMergeInsertionSort,10,31036
73900,Random,HybridMergeInsertionSort,15,32043
73900,Random,HybridMergeInsertionSort,20,29053
73900,Random,HybridMergeInsertionSort,30,29012
73900,Random,HybridMergeInsertionSort,50,28945
74000,Random,StandardMergeSort,0,56234
74000,Random,HybridMergeInsertionSort,5,35075
74000,Random,HybridMergeInsertionSort,10,31069
74000,Random,HybridMergeInsertionSort,15,31257
74000,Random,HybridMergeInsertionSort,20,29466
74000,Random,HybridMergeInsertionSort,30,29278
74000,Random,HybridMergeInsertionSort,50,29598
74100,Random,StandardMergeSort,0,56235
74100,Random,HybridMergeInsertionSort,5,35196
74100,Random,HybridMergeInsertionSort,10,31186
74100,Random,HybridMergeInsertionSort,15,31865
74100,Random,HybridMergeInsertionSort,20,29301
74100,Random,HybridMergeInsertionSort,30,29166
74100,Random,HybridMergeInsertionSort,50,32117
74200,Random,StandardMergeSort,0,58193
74200,Random,HybridMergeInsertionSort,5,35933
74200,Random,HybridMergeInsertionSort,10,31603
74200,Random,HybridMergeInsertionSort,15,31861
74200,Random,HybridMergeInsertionSort,20,31306
74200,Random,HybridMergeInsertionSort,30,29602
74200,Random,HybridMergeInsertionSort,50,29152
74300,Random,StandardMergeSort,0,56832
74300,Random,HybridMergeInsertionSort,5,36416
74300,Random,HybridMergeInsertionSort,10,32654
74300,Random,HybridMergeInsertionSort,15,31339
74300,Random,HybridMergeInsertionSort,20,29689
74300,Random,HybridMergeInsertionSort,30,29804
74300,Random,HybridMergeInsertionSort,50,29440
74400,Random,StandardMergeSort,0,56611
74400,Random,HybridMergeInsertionSort,5,35867
74400,Random,HybridMergeInsertionSort,10,31414
74400,Random,HybridMergeInsertionSort,15,31431
74400,Random,HybridMergeInsertionSort,20,29600
74400,Random,HybridMergeInsertionSort,30,29503
74400,Random,HybridMergeInsertionSort,50,29510
74500,Random,StandardMergeSort,0,56620
74500,Random,HybridMergeInsertionSort,5,35424
74500,Random,HybridMergeInsertionSort,10,31938
74500,Random,HybridMergeInsertionSort,15,31628
74500,Random,HybridMergeInsertionSort,20,29465
74500,Random,HybridMergeInsertionSort,30,29493
74500,Random,HybridMergeInsertionSort,50,31783
74600,Random,StandardMergeSort,0,57159
74600,Random,HybridMergeInsertionSort,5,36160
74600,Random,HybridMergeInsertionSort,10,45371
74600,Random,HybridMergeInsertionSort,15,40004
74600,Random,HybridMergeInsertionSort,20,36496
74600,Random,HybridMergeInsertionSort,30,29400
74600,Random,HybridMergeInsertionSort,50,29825
74700,Random,StandardMergeSort,0,56870
74700,Random,HybridMergeInsertionSort,5,35424
74700,Random,HybridMergeInsertionSort,10,31592
74700,Random,HybridMergeInsertionSort,15,31351
74700,Random,HybridMergeInsertionSort,20,29353
74700,Random,HybridMergeInsertionSort,30,29990
74700,Random,HybridMergeInsertionSort,50,29377
74800,Random,StandardMergeSort,0,56482
74800,Random,HybridMergeInsertionSort,5,36470
74800,Random,HybridMergeInsertionSort,10,31492
74800,Random,HybridMergeInsertionSort,15,31673
74800,Random,HybridMergeInsertionSort,20,29753
74800,Random,HybridMergeInsertionSort,30,29501
74800,Random,HybridMergeInsertionSort,50,29494
74900,Random,StandardMergeSort,0,56534
74900,Random,HybridMergeInsertionSort,5,35330
74900,Random,HybridMergeInsertionSort,10,31549
74900,Random,HybridMergeInsertionSort,15,31633
74900,Random,HybridMergeInsertionSort,20,29675
74900,Random,HybridMergeInsertionSort,30,29500
74900,Random,HybridMergeInsertionSort,50,29440
75000,Random,StandardMergeSort,0,56635
75000,Random,HybridMergeInsertionSort,5,35655
75000,Random,HybridMergeInsertionSort,10,31574
75000,Random,HybridMergeInsertionSort,15,31509
75000,Random,HybridMergeInsertionSort,20,29453
75000,Random,HybridMergeInsertionSort,30,29482
75000,Random,HybridMergeInsertionSort,50,29309
75100,Random,StandardMergeSort,0,56806
75100,Random,HybridMergeInsertionSort,5,35521
75100,Random,HybridMergeInsertionSort,10,31616
75100,Random,HybridMergeInsertionSort,15,31684
75100,Random,HybridMergeInsertionSort,20,29516
75100,Random,HybridMergeInsertionSort,30,29695
75100,Random,HybridMergeInsertionSort,50,29457
75200,Random,StandardMergeSort,0,56557
75200,Random,HybridMergeInsertionSort,5,35700
75200,Random,HybridMergeInsertionSort,10,31664
75200,Random,HybridMergeInsertionSort,15,31584
75200,Random,HybridMergeInsertionSort,20,29621
75200,Random,HybridMergeInsertionSort,30,29557
75200,Random,HybridMergeInsertionSort,50,29358
75300,Random,StandardMergeSort,0,56774
75300,Random,HybridMergeInsertionSort,5,35533
75300,Random,HybridMergeInsertionSort,10,31695
75300,Random,HybridMergeInsertionSort,15,31690
75300,Random,HybridMergeInsertionSort,20,29770
75300,Random,HybridMergeInsertionSort,30,29615
75300,Random,HybridMergeInsertionSort,50,29607
75400,Random,StandardMergeSort,0,56772
75400,Random,HybridMergeInsertionSort,5,35724
75400,Random,HybridMergeInsertionSort,10,32826
75400,Random,HybridMergeInsertionSort,15,31818
75400,Random,HybridMergeInsertionSort,20,30746
75400,Random,HybridMergeInsertionSort,30,30713
75400,Random,HybridMergeInsertionSort,50,29647
75500,Random,StandardMergeSort,0,56812
75500,Random,HybridMergeInsertionSort,5,35863
75500,Random,HybridMergeInsertionSort,10,31720
75500,Random,HybridMergeInsertionSort,15,31725
75500,Random,HybridMergeInsertionSort,20,29893
71300,Reversed,HybridMergeInsertionSort,10,20127
71300,Reversed,HybridMergeInsertionSort,15,20137
71300,Reversed,HybridMergeInsertionSort,20,20339
71300,Reversed,HybridMergeInsertionSort,30,22387
71300,Reversed,HybridMergeInsertionSort,50,22958
71400,Reversed,StandardMergeSort,0,42161
71400,Reversed,HybridMergeInsertionSort,5,23451
71400,Reversed,HybridMergeInsertionSort,10,20834
71400,Reversed,HybridMergeInsertionSort,15,20728
71400,Reversed,HybridMergeInsertionSort,20,20808
71400,Reversed,HybridMergeInsertionSort,30,20389
71400,Reversed,HybridMergeInsertionSort,50,23041
71500,Reversed,StandardMergeSort,0,42544
71500,Reversed,HybridMergeInsertionSort,5,25163
71500,Reversed,HybridMergeInsertionSort,10,20832
71500,Reversed,HybridMergeInsertionSort,15,20588
71500,Reversed,HybridMergeInsertionSort,20,20832
71500,Reversed,HybridMergeInsertionSort,30,20842
71500,Reversed,HybridMergeInsertionSort,50,23882
71600,Reversed,StandardMergeSort,0,42443
71600,Reversed,HybridMergeInsertionSort,5,22849
71600,Reversed,HybridMergeInsertionSort,10,20311
71600,Reversed,HybridMergeInsertionSort,15,20211
71600,Reversed,HybridMergeInsertionSort,20,20239
71600,Reversed,HybridMergeInsertionSort,30,20629
71600,Reversed,HybridMergeInsertionSort,50,23188
71700,Reversed,StandardMergeSort,0,42479
71700,Reversed,HybridMergeInsertionSort,5,23478
71700,Reversed,HybridMergeInsertionSort,10,20284
71700,Reversed,HybridMergeInsertionSort,15,20107
71700,Reversed,HybridMergeInsertionSort,20,20161
71700,Reversed,HybridMergeInsertionSort,30,20253
71700,Reversed,HybridMergeInsertionSort,50,22935
71800,Reversed,StandardMergeSort,0,42087
71800,Reversed,HybridMergeInsertionSort,5,22997
71800,Reversed,HybridMergeInsertionSort,10,20388
71800,Reversed,HybridMergeInsertionSort,15,21348
71800,Reversed,HybridMergeInsertionSort,20,20300
71800,Reversed,HybridMergeInsertionSort,30,20480
71800,Reversed,HybridMergeInsertionSort,50,23063
71900,Reversed,StandardMergeSort,0,42320
71900,Reversed,HybridMergeInsertionSort,5,23013
71900,Reversed,HybridMergeInsertionSort,10,20312
71900,Reversed,HybridMergeInsertionSort,15,20616
71900,Reversed,HybridMergeInsertionSort,20,21163
71900,Reversed,HybridMergeInsertionSort,30,20377
71900,Reversed,HybridMergeInsertionSort,50,23222
72000,Reversed,StandardMergeSort,0,42268
72000,Reversed,HybridMergeInsertionSort,5,22960
72000,Reversed,HybridMergeInsertionSort,10,20327
72000,Reversed,HybridMergeInsertionSort,15,20277
72000,Reversed,HybridMergeInsertionSort,20,20319
72000,Reversed,HybridMergeInsertionSort,30,20329
72000,Reversed,HybridMergeInsertionSort,50,22841
72100,Reversed,StandardMergeSort,0,42262
72100,Reversed,HybridMergeInsertionSort,5,22811
72100,Reversed,HybridMergeInsertionSort,10,20241
72100,Reversed,HybridMergeInsertionSort,15,20226
72100,Reversed,HybridMergeInsertionSort,20,20263
72100,Reversed,HybridMergeInsertionSort,30,20325
72100,Reversed,HybridMergeInsertionSort,50,23056
72200,Reversed,StandardMergeSort,0,42249
72200,Reversed,HybridMergeInsertionSort,5,22907
72200,Reversed,HybridMergeInsertionSort,10,20456
72200,Reversed,HybridMergeInsertionSort,15,20335
72200,Reversed,HybridMergeInsertionSort,20,20427
72200,Reversed,HybridMergeInsertionSort,30,20546
72200,Reversed,HybridMergeInsertionSort,50,23322
72300,Reversed,StandardMergeSort,0,42468
72300,Reversed,HybridMergeInsertionSort,5,23055
72300,Reversed,HybridMergeInsertionSort,10,20350
72300,Reversed,HybridMergeInsertionSort,15,20340
72300,Reversed,HybridMergeInsertionSort,20,20480
72300,Reversed,HybridMergeInsertionSort,30,20547
72300,Reversed,HybridMergeInsertionSort,50,23147
72400,Reversed,StandardMergeSort,0,42597
72400,Reversed,HybridMergeInsertionSort,5,23003
72400,Reversed,HybridMergeInsertionSort,10,20348
72400,Reversed,HybridMergeInsertionSort,15,20529
72400,Reversed,HybridMergeInsertionSort,20,20542
72400,Reversed,HybridMergeInsertionSort,30,20637
72400,Reversed,HybridMergeInsertionSort,50,23464
72500,Reversed,StandardMergeSort,0,42544
72500,Reversed,HybridMergeInsertionSort,5,22913
72500,Reversed,HybridMergeInsertionSort,10,20412
72500,Reversed,HybridMergeInsertionSort,15,20328
72500,Reversed,HybridMergeInsertionSort,20,20555
72500,Reversed,HybridMergeInsertionSort,30,20521
72500,Reversed,HybridMergeInsertionSort,50,23316
72600,Reversed,StandardMergeSort,0,42683
72600,Reversed,HybridMergeInsertionSort,5,22899
72600,Reversed,HybridMergeInsertionSort,10,20779
72600,Reversed,HybridMergeInsertionSort,15,20409
72600,Reversed,HybridMergeInsertionSort,20,20427
72600,Reversed,HybridMergeInsertionSort,30,20472
72600,Reversed,HybridMergeInsertionSort,50,23282
72700,Reversed,StandardMergeSort,0,42757
72700,Reversed,HybridMergeInsertionSort,5,23117
72700,Reversed,HybridMergeInsertionSort,10,20447
72700,Reversed,HybridMergeInsertionSort,15,20513
72700,Reversed,HybridMergeInsertionSort,20,20701
72700,Reversed,HybridMergeInsertionSort,30,20586
72700,Reversed,HybridMergeInsertionSort,50,23488
72800,Reversed,StandardMergeSort,0,42672
72800,Reversed,HybridMergeInsertionSort,5,23013
72800,Reversed,HybridMergeInsertionSort,10,20379
72800,Reversed,HybridMergeInsertionSort,15,20345
72800,Reversed,HybridMergeInsertionSort,20,20475
72800,Reversed,HybridMergeInsertionSort,30,20795
72800,Reversed,HybridMergeInsertionSort,50,23250
72900,Reversed,StandardMergeSort,0,42654
72900,Reversed,HybridMergeInsertionSort,5,23124
72900,Reversed,HybridMergeInsertionSort,10,20415
72900,Reversed,HybridMergeInsertionSort,15,20329
72900,Reversed,HybridMergeInsertionSort,20,20752
72900,Reversed,HybridMergeInsertionSort,30,20545
72900,Reversed,HybridMergeInsertionSort,50,23581
73000,Reversed,StandardMergeSort,0,42877
73000,Reversed,HybridMergeInsertionSort,5,23106
73000,Reversed,HybridMergeInsertionSort,10,20518
73000,Reversed,HybridMergeInsertionSort,15,20497
73000,Reversed,HybridMergeInsertionSort,20,20961
73000,Reversed,HybridMergeInsertionSort,30,20771
73000,Reversed,HybridMergeInsertionSort,50,23467
73100,Reversed,StandardMergeSort,0,42642
73100,Reversed,HybridMergeInsertionSort,5,23065
73100,Reversed,HybridMergeInsertionSort,10,20470
73100,Reversed,HybridMergeInsertionSort,15,20627
73100,Reversed,HybridMergeInsertionSort,20,20792
73100,Reversed,HybridMergeInsertionSort,30,20865
73100,Reversed,HybridMergeInsertionSort,50,23838
73200,Reversed,StandardMergeSort,0,42901
73200,Reversed,HybridMergeInsertionSort,5,23058
73200,Reversed,HybridMergeInsertionSort,10,20515
73200,Reversed,HybridMergeInsertionSort,15,20675
73200,Reversed,HybridMergeInsertionSort,20,21252
73200,Reversed,HybridMergeInsertionSort,30,20828
73200,Reversed,HybridMergeInsertionSort,50,24096
73300,Reversed,StandardMergeSort,0,42888
73300,Reversed,HybridMergeInsertionSort,5,23314
73300,Reversed,HybridMergeInsertionSort,10,20591
73300,Reversed,HybridMergeInsertionSort,15,20587
73300,Reversed,HybridMergeInsertionSort,20,20766
73300,Reversed,HybridMergeInsertionSort,30,20730
73300,Reversed,HybridMergeInsertionSort,50,23524
73400,Reversed,StandardMergeSort,0,43258
73400,Reversed,HybridMergeInsertionSort,5,23111
73400,Reversed,HybridMergeInsertionSort,10,20802
